PlayerId	PlayerData	DateBirthday	StartDate	EndDate	Description	TeamName
54102	J. Wilshere	1992-01-01 00:00:00.000	2014-11-22 00:00:00.000	2015-02-20 00:00:00.000	Malleolar injury	ARSL
106760	L. Shaw	1995-07-12 00:00:00.000	2014-11-24 00:00:00.000	2015-01-01 00:00:00.000	Malleolar injury	MANU
59936	W. Szczęsny	1990-04-18 00:00:00.000	2014-11-24 00:00:00.000	2014-12-04 00:00:00.000	Hip injury	ARSL
8758	Mikel Arteta	1982-03-26 00:00:00.000	2014-11-26 00:00:00.000	2015-01-14 00:00:00.000	Calf Problems	ARSL
46497	Á. di María	1988-02-14 00:00:00.000	2014-12-01 00:00:00.000	2014-12-11 00:00:00.000	Hamstring Injury	MANU
38411	Nacho Monreal	1986-02-26 00:00:00.000	2014-12-04 00:00:00.000	2014-12-22 00:00:00.000	Malleolar injury	ARSL
51507	L. Koscielny	1985-09-10 00:00:00.000	2014-12-04 00:00:00.000	2014-12-29 00:00:00.000	Calf Injury	ARSL
8597	T. Rosický	1980-10-04 00:00:00.000	2014-12-04 00:00:00.000	2014-12-25 00:00:00.000	Hamstring Injury	ARSL
58893	M. Rojo	1990-03-20 00:00:00.000	2014-12-08 00:00:00.000	2015-01-01 00:00:00.000	thigh knock	MANU
55909	C. Smalling	1989-11-22 00:00:00.000	2014-12-08 00:00:00.000	2014-12-25 00:00:00.000	Groin Injury	MANU
41792	A. Ramsey	1990-12-26 00:00:00.000	2014-12-08 00:00:00.000	2015-01-12 00:00:00.000	Hamstring Injury	ARSL
126184	N. Ake	1995-02-18 00:00:00.000	2014-12-15 00:00:00.000	2014-12-22 00:00:00.000	Malleolar injury	CFC
18892	A. Young	1985-07-09 00:00:00.000	2015-01-01 00:00:00.000	2015-02-02 00:00:00.000	Hamstring Injury	MANU
