PlayerId	PlayerData	DateBirthday	StartDate	EndDate	Description	TeamName
27334	M. Debuchy	1985-07-28 00:00:00.000	2015-01-12 00:00:00.000	2015-03-30 00:00:00.000	Shoulder injury	ARSL
8758	Mikel Arteta	1982-03-26 00:00:00.000	2015-01-15 00:00:00.000	2015-03-31 00:00:00.000	Ankle surgery	ARSL
12303	D. Drogba	1978-03-11 00:00:00.000	2015-01-16 00:00:00.000	2015-01-19 00:00:00.000	Ill	CFC
81880	A. Oxlade-Chamberlain	1993-08-15 00:00:00.000	2015-01-19 00:00:00.000	2015-02-23 00:00:00.000	groin strain	ARSL
2404	M. Carrick	1981-07-28 00:00:00.000	2015-01-29 00:00:00.000	2015-02-26 00:00:00.000	Calf strain	MANU
28495	J. Obi Mikel	1987-04-22 00:00:00.000	2015-02-09 00:00:00.000	2015-04-04 00:00:00.000	Knee injury	CFC
41792	A. Ramsey	1990-12-26 00:00:00.000	2015-02-09 00:00:00.000	2015-03-02 00:00:00.000	Thigh problems	ARSL
126184	N. Ake	1995-02-18 00:00:00.000	2015-02-12 00:00:00.000	2015-02-16 00:00:00.000	Thigh problems	CFC
18155	M. Flamini	1984-03-07 00:00:00.000	2015-02-16 00:00:00.000	2015-03-12 00:00:00.000	Hamstring Injury	ARSL
12297	R. Van Persie	1983-08-06 00:00:00.000	2015-02-23 00:00:00.000	2015-04-16 00:00:00.000	Malleolar injury	MANU
54102	J. Wilshere	1992-01-01 00:00:00.000	2015-02-23 00:00:00.000	2015-03-31 00:00:00.000	Malleolar injury	ARSL
62398	N. Matić	1988-08-01 00:00:00.000	2015-02-26 00:00:00.000	2015-03-09 00:00:00.000	Malleolar injury	CFC
158074	Gabriel Paulista	1990-11-26 00:00:00.000	2015-03-05 00:00:00.000	2015-03-16 00:00:00.000	Hamstring Injury	ARSL
81880	A. Oxlade-Chamberlain	1993-08-15 00:00:00.000	2015-03-09 00:00:00.000	2015-04-09 00:00:00.000	Hamstring Injury	ARSL
106760	L. Shaw	1995-07-12 00:00:00.000	2015-03-09 00:00:00.000	2015-04-16 00:00:00.000	Hamstring Injury	MANU
59936	W. Szczęsny	1990-04-18 00:00:00.000	2015-03-30 00:00:00.000	2015-04-09 00:00:00.000	Rib bruise	ARSL
50175	D. Welbeck	1990-11-26 00:00:00.000	2015-03-30 00:00:00.000	2015-04-02 00:00:00.000	Knee Problems	ARSL
81880	A. Oxlade-Chamberlain	1993-08-15 00:00:00.000	2015-04-06 00:00:00.000	2015-05-25 00:00:00.000	groin strain	ARSL
38419	L. Rémy	1987-01-02 00:00:00.000	2015-04-11 00:00:00.000	2015-05-03 00:00:00.000	Calf Problems	CFC
58877	D. Blind	1990-03-09 00:00:00.000	2015-04-12 00:00:00.000	2015-04-26 00:00:00.000	Malleolar injury	MANU
76359	P. Jones	1992-02-21 00:00:00.000	2015-04-13 00:00:00.000	2015-04-30 00:00:00.000	Malleolar injury	MANU
2404	M. Carrick	1981-07-28 00:00:00.000	2015-04-13 00:00:00.000	2015-08-06 00:00:00.000	Calf Injury	MANU
58893	M. Rojo	1990-03-20 00:00:00.000	2015-04-13 00:00:00.000	2015-05-14 00:00:00.000	groin strain	MANU
54772	Rafael	1990-07-09 00:00:00.000	2015-04-20 00:00:00.000	2015-06-01 00:00:00.000	Fractured Rib	MANU
NULL	N. Anelka	1979-03-14 00:00:00.000	2015-04-23 00:00:00.000	2015-05-04 00:00:00.000	Pelvis injury	CFC
NULL	N. Anelka	1979-03-14 00:00:00.000	2015-04-23 00:00:00.000	2015-05-04 00:00:00.000	Muscle fibre	CFC
27334	M. Debuchy	1985-07-28 00:00:00.000	2015-04-27 00:00:00.000	2015-05-28 00:00:00.000	Thigh problems	ARSL
37642	J. Evans	1988-01-03 00:00:00.000	2015-04-27 00:00:00.000	2015-05-09 00:00:00.000	Sciatic Problem	MANU
61262	Oscar	1991-09-09 00:00:00.000	2015-05-01 00:00:00.000	2015-06-15 00:00:00.000	Hamstring Injury	CFC
53392	Ramires	1987-03-24 00:00:00.000	2015-05-03 00:00:00.000	2015-06-01 00:00:00.000	Kidney problems	CFC
50175	D. Welbeck	1990-11-26 00:00:00.000	2015-05-04 00:00:00.000	2015-09-03 00:00:00.000	Patella problems	ARSL
46497	Á. di María	1988-02-14 00:00:00.000	2015-05-07 00:00:00.000	2015-05-14 00:00:00.000	thigh knock	MANU
11334	P. Čech	1982-05-20 00:00:00.000	2015-05-11 00:00:00.000	2015-05-25 00:00:00.000	Neck Injury	CFC
13017	W. Rooney	1985-10-24 00:00:00.000	2015-05-11 00:00:00.000	2015-05-25 00:00:00.000	thigh knock	MANU
103192	K. Zouma	1994-10-27 00:00:00.000	2015-05-11 00:00:00.000	2015-07-02 00:00:00.000	Knee injury	CFC
106760	L. Shaw	1995-07-12 00:00:00.000	2015-05-11 00:00:00.000	2015-05-21 00:00:00.000	facial injury	MANU
37642	J. Evans	1988-01-03 00:00:00.000	2015-05-12 00:00:00.000	2015-05-24 00:00:00.000	Back bruise	MANU
51940	De Gea	1990-11-07 00:00:00.000	2015-05-19 00:00:00.000	2015-06-10 00:00:00.000	Hamstring Injury	MANU
