Competition,Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Team,Player,StartingPosition,EnterMinute,ExitMinute,PlayerID,PlayerFirstName,PlayerSurname,PlayerNationality,PlayerBirthCountry,PlayerBirthdate
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,W. Szczęsny,GK-C,0,,16085,Wojciech,Szczęsny,Poland,Poland,90/04/18
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,P. Mertesacker,D2-CR,0,,16,Per,Mertesacker,Germany,Germany,84/09/29
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,T. Vermaelen,D2-CL,0,,2181,Thomas,Vermaelen,Belgium,Belgium,85/11/14
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,K. Gibbs,D2-L,0,,26204,Kieran,Gibbs,England,England,89/09/26
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,C. Jenkinson,D2-R,0,,142739,Carl,Jenkinson,England,England,92/02/08
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,Arteta,M-C,0,,2876,Mikel,Arteta Amatriain,Spain,Spain,82/03/26
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,A. Diaby,M-CR,0,69,2959,Vassiriki Abou,Diaby,France,France,86/05/11
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,Santi Cazorla,M-CL,0,,18102,Santiago,Cazorla González,Spain,Spain,84/12/13
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,T. Walcott,A-CR,0,76,194,Theo,Walcott,England,England,89/03/16
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,L. Podolski,A-CL,0,64,2053,Lukas,Podolski,Germany,Poland,85/06/04
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,Y. Gervinho,A-C,0,,13760,Gervais Lombe Yao,Kouassi,Côte d'Ivoire,Côte d'Ivoire,87/05/27
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,O. Giroud,,64,,59504,Olivier,Giroud,France,France,86/09/30
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,A. Ramsey,,69,,66532,Aaron,Ramsey,Wales,Wales,90/12/26
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,A. Arshavin,,76,,6880,Andrey,Arshavin,Russia,Russia,81/05/29
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,André Santos,,,,9103,André Clarindo,dos Santos,Brazil,Brazil,83/03/08
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,J. Djourou,,,,200,Johan Danon,Djourou-Gbadjere,Switzerland,Côte d'Ivoire,87/01/18
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,F. Coquelin,,,,63904,Francis,Coquelin,France,France,91/05/13
EnglandPremierLeague,8/18/2012,Arsenal,Sunderland,0,0,Arsenal,V. Mannone,,,,16086,Vito,Mannone,Italy,Italy,88/03/02
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,P. Čech,GK-C,0,,237,Petr,Čech,Czech Republic,Czech Republic,82/05/20
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,A. Cole,D2-L,0,,178,Ashley,Cole,England,England,80/12/20
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,J. Terry,D1-CL,0,,181,John,Terry,England,England,80/12/07
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,B. Ivanović,D2-R,0,,6456,Branislav,Ivanović,Serbia,Serbia,84/02/22
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,David Luiz,D1-CR,0,,16580,David Luiz,Moreira Marinho,Brazil,Brazil,87/04/22
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,R. Bertrand,AM-L,0,,21046,Ryan,Bertrand,England,England,89/08/05
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,F. Lampard,M-CR,0,,189,Frank,Lampard,England,England,78/06/20
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,J. Obi Mikel,M-CL,0,,2536,John Michael,Nchekwube Obinna,Nigeria,Nigeria,87/04/22
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,Mata,AM-C,0,82,19106,Juan Manuel,Mata García,Spain,Spain,88/04/28
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,E. Hazard,AM-R,0,64,39358,Eden,Hazard,Belgium,Belgium,91/01/07
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,Fernando Torres,A-C,0,,334,Fernando José,Torres Sanz,Spain,Spain,84/03/20
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,Oscar,,64,,57860,Oscar,dos Santos Emboaba Júnior,Brazil,Brazil,91/09/09
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,Raul Meireles,,82,,4538,Raul José,Trindade Meireles,Portugal,Portugal,83/03/17
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,M. Essien,,,,621,Michael,Essien,Ghana,Ghana,82/12/03
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,Paulo Ferreira,,,,361,Paulo Renato,Rebocho Ferreira,Portugal,Portugal,79/01/18
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,R. Turnbull,,,,2813,Ross,Turnbull,England,England,85/01/04
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,D. Sturridge,,,,5206,Daniel Andre,Sturridge,England,England,89/09/01
EnglandPremierLeague,8/19/2012,Wigan Athletic,Chelsea,0,2,Chelsea,G. Cahill,,,,2797,Gary,Cahill,England,England,85/12/19
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,David de Gea,GK-C,0,,61954,David,de Gea Quintana,Spain,Spain,90/11/07
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,N. Vidić,D1-CL,0,,756,Nemanja,Vidić,Serbia,Serbia,81/10/21
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,P. Evra,D2-L,0,,2909,Patrice,Evra,France,Senegal,81/05/15
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,M. Carrick,D1-CR,0,,183,Michael,Carrick,England,England,81/07/28
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,A. Valencia,D2-R,0,,284,Luis Antonio,Valencia Mosquera,Ecuador,Ecuador,85/08/04
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,P. Scholes,M-CR,0,,2915,Paul,Scholes,England,England,74/11/16
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,Nani,AM-R,0,78,4647,Luís Carlos,Almeida da Cunha,Portugal,Cape Verde Islands,86/11/17
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,S. Kagawa,AM-L,0,,25072,Shinji,Kagawa,Japan,Japan,89/03/17
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,T. Cleverley,M-CL,0,85,70764,Tom,Cleverley,England,England,89/08/12
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,W. Rooney,AM-C,0,,193,Wayne,Rooney,England,England,85/10/24
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,D. Welbeck,A-C,0,68,53886,Daniel Nii,Tackie Mensah Welbeck,England,England,90/11/26
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,R. van Persie,,68,,49,Robin,van Persie,Netherlands,Netherlands,83/08/06
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,A. Young,,78,,2553,Ashley,Young,England,England,85/07/09
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,Anderson,,85,,10369,Anderson Luis,de Abreu Oliveira,Brazil,Brazil,88/04/13
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,D. Berbatov,,,,2948,Dimitar,Ivanov Berbatov,Bulgaria,Bulgaria,81/01/30
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,A. Lindegaard,,,,11817,Anders,Lindegaard,Denmark,Denmark,84/04/13
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,Rafael,,,,55715,Rafael,Pereira Da Silva,Brazil,Brazil,90/07/09
EnglandPremierLeague,8/20/2012,Everton,Manchester United,1,0,Manchester United,S. Wootton,,,,157043,Scott,Wootton,England,England,91/09/12
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,P. Čech,GK-C,0,,237,Petr,Čech,Czech Republic,Czech Republic,82/05/20
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,A. Cole,D1-L,0,,178,Ashley,Cole,England,England,80/12/20
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,J. Terry,D1-CL,0,,181,John,Terry,England,England,80/12/07
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,G. Cahill,D1-CR,0,,2797,Gary,Cahill,England,England,85/12/19
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,B. Ivanović,D1-R,0,,6456,Branislav,Ivanović,Serbia,Serbia,84/02/22
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,F. Lampard,M-CL,0,,189,Frank,Lampard,England,England,78/06/20
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,J. Obi Mikel,M-CR,0,69,2536,John Michael,Nchekwube Obinna,Nigeria,Nigeria,87/04/22
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,Ramires,AM-L,0,57,10085,Ramires,Santos do Nascimento,Brazil,Brazil,87/03/24
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,Mata,AM-C,0,85,19106,Juan Manuel,Mata García,Spain,Spain,88/04/28
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,E. Hazard,AM-R,0,,39358,Eden,Hazard,Belgium,Belgium,91/01/07
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,Fernando Torres,A-C,0,,334,Fernando José,Torres Sanz,Spain,Spain,84/03/20
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,Oscar,,57,,57860,Oscar,dos Santos Emboaba Júnior,Brazil,Brazil,91/09/09
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,D. Sturridge,,69,,5206,Daniel Andre,Sturridge,England,England,89/09/01
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,Raul Meireles,,85,,4538,Raul José,Trindade Meireles,Portugal,Portugal,83/03/17
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,M. Essien,,,,621,Michael,Essien,Ghana,Ghana,82/12/03
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,Oriol Romeu,,,,97045,Oriol,Romeu Vidal,Spain,Spain,91/09/24
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,R. Turnbull,,,,2813,Ross,Turnbull,England,England,85/01/04
EnglandPremierLeague,8/22/2012,Chelsea,Reading,4,2,Chelsea,R. Bertrand,,,,21046,Ryan,Bertrand,England,England,89/08/05
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,David de Gea,GK-C,0,,61954,David,de Gea Quintana,Spain,Spain,90/11/07
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,N. Vidić,D1-CL,0,,756,Nemanja,Vidić,Serbia,Serbia,81/10/21
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,P. Evra,D2-L,0,,2909,Patrice,Evra,France,Senegal,81/05/15
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,Rafael,D2-R,0,,55715,Rafael,Pereira Da Silva,Brazil,Brazil,90/07/09
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,M. Carrick,D1-CR,0,,183,Michael,Carrick,England,England,81/07/28
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,A. Valencia,AM-R,0,,284,Luis Antonio,Valencia Mosquera,Ecuador,Ecuador,85/08/04
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,A. Young,AM-L,0,68,2553,Ashley,Young,England,England,85/07/09
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,Anderson,DM-CL,0,81,10369,Anderson Luis,de Abreu Oliveira,Brazil,Brazil,88/04/13
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,S. Kagawa,M-C,0,68,25072,Shinji,Kagawa,Japan,Japan,89/03/17
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,T. Cleverley,DM-CR,0,,70764,Tom,Cleverley,England,England,89/08/12
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,R. van Persie,A-C,0,,49,Robin,van Persie,Netherlands,Netherlands,83/08/06
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,W. Rooney,,68,,193,Wayne,Rooney,England,England,85/10/24
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,D. Welbeck,,68,,53886,Daniel Nii,Tackie Mensah Welbeck,England,England,90/11/26
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,R. Giggs,,81,,2912,Ryan,Giggs,Wales,Wales,73/11/29
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,J. Evans,,,,20687,Jonny,Evans,Northern Ireland,Northern Ireland,88/01/03
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,A. Lindegaard,,,,11817,Anders,Lindegaard,Denmark,Denmark,84/04/13
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,Javier Hernández,,,,53937,Javier,Hernández Balcázar,Mexico,Mexico,88/06/01
EnglandPremierLeague,8/25/2012,Manchester United,Fulham,3,2,Manchester United,P. Scholes,,,,2915,Paul,Scholes,England,England,74/11/16
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,P. Čech,GK-C,0,,237,Petr,Čech,Czech Republic,Czech Republic,82/05/20
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,A. Cole,D1-L,0,,178,Ashley,Cole,England,England,80/12/20
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,G. Cahill,D1-CR,0,,2797,Gary,Cahill,England,England,85/12/19
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,B. Ivanović,D1-R,0,,6456,Branislav,Ivanović,Serbia,Serbia,84/02/22
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,David Luiz,D1-CL,0,,16580,David Luiz,Moreira Marinho,Brazil,Brazil,87/04/22
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,R. Bertrand,M-CL,0,,21046,Ryan,Bertrand,England,England,89/08/05
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,J. Obi Mikel,M-C,0,,2536,John Michael,Nchekwube Obinna,Nigeria,Nigeria,87/04/22
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,Raul Meireles,M-CR,0,88,4538,Raul José,Trindade Meireles,Portugal,Portugal,83/03/17
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,Mata,AM-L,0,67,19106,Juan Manuel,Mata García,Spain,Spain,88/04/28
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,E. Hazard,AM-R,0,,39358,Eden,Hazard,Belgium,Belgium,91/01/07
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,Fernando Torres,A-C,0,,334,Fernando José,Torres Sanz,Spain,Spain,84/03/20
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,Ramires,,67,,10085,Ramires,Santos do Nascimento,Brazil,Brazil,87/03/24
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,F. Lampard,,88,,189,Frank,Lampard,England,England,78/06/20
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,M. Essien,,,,621,Michael,Essien,Ghana,Ghana,82/12/03
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,Oriol Romeu,,,,97045,Oriol,Romeu Vidal,Spain,Spain,91/09/24
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,Oscar,,,,57860,Oscar,dos Santos Emboaba Júnior,Brazil,Brazil,91/09/09
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,R. Turnbull,,,,2813,Ross,Turnbull,England,England,85/01/04
EnglandPremierLeague,8/25/2012,Chelsea,Newcastle United,2,0,Chelsea,D. Sturridge,,,,5206,Daniel Andre,Sturridge,England,England,89/09/01
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,V. Mannone,GK-C,0,,16086,Vito,Mannone,Italy,Italy,88/03/02
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,P. Mertesacker,D1-CR,0,,16,Per,Mertesacker,Germany,Germany,84/09/29
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,T. Vermaelen,D1-CL,0,,2181,Thomas,Vermaelen,Belgium,Belgium,85/11/14
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,K. Gibbs,D2-L,0,,26204,Kieran,Gibbs,England,England,89/09/26
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,C. Jenkinson,D2-R,0,,142739,Carl,Jenkinson,England,England,92/02/08
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,Arteta,DM-CR,0,,2876,Mikel,Arteta Amatriain,Spain,Spain,82/03/26
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,A. Diaby,DM-CL,0,,2959,Vassiriki Abou,Diaby,France,France,86/05/11
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,Santi Cazorla,AM-C,0,81,18102,Santiago,Cazorla González,Spain,Spain,84/12/13
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,L. Podolski,AM-L,0,72,2053,Lukas,Podolski,Germany,Poland,85/06/04
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,Y. Gervinho,AM-R,0,72,13760,Gervais Lombe Yao,Kouassi,Côte d'Ivoire,Côte d'Ivoire,87/05/27
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,O. Giroud,A-C,0,,59504,Olivier,Giroud,France,France,86/09/30
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,T. Walcott,,72,,194,Theo,Walcott,England,England,89/03/16
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,A. Oxlade-Chamberlain,,72,,120695,Alex,Oxlade-Chamberlain,England,England,93/08/15
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,A. Ramsey,,81,,66532,Aaron,Ramsey,Wales,Wales,90/12/26
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,André Santos,,,,9103,André Clarindo,dos Santos,Brazil,Brazil,83/03/08
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,J. Djourou,,,,200,Johan Danon,Djourou-Gbadjere,Switzerland,Côte d'Ivoire,87/01/18
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,F. Coquelin,,,,63904,Francis,Coquelin,France,France,91/05/13
EnglandPremierLeague,8/26/2012,Stoke City,Arsenal,0,0,Arsenal,E. Martínez,,,,102587,Damián Emiliano,Martínez,Argentina,Argentina,92/09/02
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,V. Mannone,GK-C,0,,16086,Vito,Mannone,Italy,Italy,88/03/02
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,P. Mertesacker,D1-CR,0,,16,Per,Mertesacker,Germany,Germany,84/09/29
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,T. Vermaelen,D1-CL,0,90,2181,Thomas,Vermaelen,Belgium,Belgium,85/11/14
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,K. Gibbs,D2-L,0,,26204,Kieran,Gibbs,England,England,89/09/26
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,C. Jenkinson,D2-R,0,,142739,Carl,Jenkinson,England,England,92/02/08
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,Arteta,DM-C,0,,2876,Mikel,Arteta Amatriain,Spain,Spain,82/03/26
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,A. Diaby,M-R,0,,2959,Vassiriki Abou,Diaby,France,France,86/05/11
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,Santi Cazorla,M-L,0,,18102,Santiago,Cazorla González,Spain,Spain,84/12/13
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,A. Oxlade-Chamberlain,A-R,0,73,120695,Alex,Oxlade-Chamberlain,England,England,93/08/15
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,L. Podolski,A-L,0,82,2053,Lukas,Podolski,Germany,Poland,85/06/04
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,O. Giroud,AM-C,0,,59504,Olivier,Giroud,France,France,86/09/30
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,A. Ramsey,,73,,66532,Aaron,Ramsey,Wales,Wales,90/12/26
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,André Santos,,82,,9103,André Clarindo,dos Santos,Brazil,Brazil,83/03/08
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,L. Koscielny,,90,,37785,Laurent,Koscielny,France,France,85/09/10
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,T. Walcott,,,,194,Theo,Walcott,England,England,89/03/16
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,F. Coquelin,,,,63904,Francis,Coquelin,France,France,91/05/13
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,Y. Gervinho,,,,13760,Gervais Lombe Yao,Kouassi,Côte d'Ivoire,Côte d'Ivoire,87/05/27
EnglandPremierLeague,9/2/2012,Liverpool,Arsenal,0,2,Arsenal,E. Martínez,,,,102587,Damián Emiliano,Martínez,Argentina,Argentina,92/09/02
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,A. Lindegaard,GK-C,0,,11817,Anders,Lindegaard,Denmark,Denmark,84/04/13
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,R. Ferdinand,D1-CR,0,,179,Rio,Ferdinand,England,England,78/11/07
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,N. Vidić,D1-CL,0,,756,Nemanja,Vidić,Serbia,Serbia,81/10/21
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,P. Evra,D2-L,0,,2909,Patrice,Evra,France,Senegal,81/05/15
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,Rafael,D2-R,0,,55715,Rafael,Pereira Da Silva,Brazil,Brazil,90/07/09
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,M. Carrick,M-CR,0,,183,Michael,Carrick,England,England,81/07/28
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,A. Valencia,AM-R,0,,284,Luis Antonio,Valencia Mosquera,Ecuador,Ecuador,85/08/04
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,S. Kagawa,AM-C,0,61,25072,Shinji,Kagawa,Japan,Japan,89/03/17
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,T. Cleverley,M-CL,0,61,70764,Tom,Cleverley,England,England,89/08/12
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,R. van Persie,A-C,0,,49,Robin,van Persie,Netherlands,Netherlands,83/08/06
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,D. Welbeck,AM-L,0,72,53886,Daniel Nii,Tackie Mensah Welbeck,England,England,90/11/26
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,Nani,,61,,4647,Luís Carlos,Almeida da Cunha,Portugal,Cape Verde Islands,86/11/17
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,P. Scholes,,61,,2915,Paul,Scholes,England,England,74/11/16
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,Javier Hernández,,72,,53937,Javier,Hernández Balcázar,Mexico,Mexico,88/06/01
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,J. Evans,,,,20687,Jonny,Evans,Northern Ireland,Northern Ireland,88/01/03
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,R. Giggs,,,,2912,Ryan,Giggs,Wales,Wales,73/11/29
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,N. Powell,,,,140764,Nick,Powell,England,England,94/03/23
EnglandPremierLeague,9/2/2012,Southampton,Manchester United,2,3,Manchester United,David de Gea,,,,61954,David,de Gea Quintana,Spain,Spain,90/11/07
EnglandPremierLeague,9/15/2012,Arsenal,Southampton,6,1,Arsenal,W. Szczęsny,GK-C,0,,16085,Wojciech,Szczęsny,Poland,Poland,90/04/18
EnglandPremierLeague,9/15/2012,Arsenal,Southampton,6,1,Arsenal,P. Mertesacker,D1-CR,0,,16,Per,Mertesacker,Germany,Germany,84/09/29
EnglandPremierLeague,9/15/2012,Arsenal,Southampton,6,1,Arsenal,T. Vermaelen,D1-CL,0,,2181,Thomas,Vermaelen,Belgium,Belgium,85/11/14
EnglandPremierLeague,9/15/2012,Arsenal,Southampton,6,1,Arsenal,K. Gibbs,D1-L,0,,26204,Kieran,Gibbs,England,England,89/09/26
EnglandPremierLeague,9/15/2012,Arsenal,Southampton,6,1,Arsenal,C. Jenkinson,D1-R,0,,142739,Carl,Jenkinson,England,England,92/02/08
EnglandPremierLeague,9/15/2012,Arsenal,Southampton,6,1,Arsenal,Arteta,DM-CL,0,,2876,Mikel,Arteta Amatriain,Spain,Spain,82/03/26
